CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Timestamp,Churn
CUST6285,Male,0,No,Yes,4,No,No,Month-to-month,Electronic check,91.44,1617.82,2023-02-10T22:06:42,No
CUST6286,Female,0,Yes,Yes,11,No,No,One year,Credit card,45.95,254.54,2022-12-26T04:48:54,Yes
CUST6287,Male,0,Yes,Yes,34,Yes,No,One year,Mailed check,26.84,1534.9,2021-09-06T14:58:35,No
CUST6288,Female,0,No,Yes,40,No,No,One year,Credit card,57.82,6508.69,2022-03-15T06:24:28,No
CUST6289,Male,0,No,Yes,62,No,No,One year,Bank transfer,92.78,4091.7,2025-03-18T06:27:29,No
CUST6290,Male,0,No,Yes,41,Yes,No,One year,Electronic check,111.5,3330.36,2022-01-06T19:50:42,Yes
CUST6291,Female,0,Yes,Yes,64,Yes,No,Two year,Electronic check,25.08,3278.67,2025-06-13T14:54:26,Yes
CUST6292,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Electronic check,101.05,1664.43,2020-03-09T05:06:24,No
CUST6293,Male,0,No,No,42,Yes,DSL,Month-to-month,Credit card,26.62,2987.4,2024-04-28T20:14:44,No
CUST6294,Female,0,No,Yes,59,Yes,DSL,One year,Credit card,53.07,5597.84,2025-08-11T15:28:06,Yes
CUST6295,Female,1,Yes,Yes,19,No,Fiber optic,One year,Credit card,22.23,6313.09,2022-11-13T21:16:07,No
CUST6296,Male,1,No,No,62,Yes,No,Two year,Credit card,111.15,2787.79,2025-07-15T03:08:39,No
CUST6297,Male,0,No,Yes,23,Yes,DSL,Month-to-month,Mailed check,90.68,1195.87,2021-07-28T14:39:07,No
CUST6298,Male,0,Yes,Yes,71,No,No,Two year,Credit card,56.91,5182.78,2025-02-16T01:28:45,No
CUST6299,Female,0,Yes,Yes,34,No,Fiber optic,Two year,Bank transfer,57.75,2785.46,2020-02-08T05:33:47,No
CUST6300,Female,1,Yes,No,40,No,No,Month-to-month,Mailed check,83.98,4612.83,2020-04-22T21:03:31,Yes
CUST6301,Female,0,Yes,Yes,15,Yes,DSL,Two year,Electronic check,28.96,4054.43,2020-02-03T06:22:32,No
CUST6302,Female,0,No,No,5,Yes,Fiber optic,Two year,Credit card,34.5,5693.97,2023-02-07T03:49:14,No
CUST6303,Male,1,Yes,No,19,Yes,No,Month-to-month,Credit card,104.72,6065.13,2022-04-30T23:44:20,No
CUST6304,Female,0,No,Yes,55,No,Fiber optic,Month-to-month,Mailed check,40.23,2215.88,2021-03-07T03:04:58,No
CUST6305,Male,0,No,No,7,Yes,No,Month-to-month,Electronic check,92.67,4803.44,2024-03-08T04:45:58,No
CUST6306,Female,1,No,No,5,No,Fiber optic,Two year,Electronic check,42.58,3590.3,2022-10-07T22:28:46,No
CUST6307,Male,0,Yes,No,7,No,DSL,One year,Bank transfer,28.81,2274.34,2025-01-29T21:56:50,No
CUST6308,Male,1,Yes,Yes,61,No,No,One year,Mailed check,110.0,7658.39,2022-10-21T17:33:38,No
CUST6309,Male,0,No,Yes,13,No,,One year,,,633.76,2023-04-19T06:25:57,No
CUST6310,Female,1,No,No,2,No,No,Two year,Mailed check,80.53,1091.52,2025-01-09T12:28:57,No
CUST6311,Male,0,Yes,Yes,1,No,DSL,Two year,Mailed check,66.2,5695.53,2024-01-03T15:24:39,No
CUST6312,Male,1,No,No,21,Yes,Fiber optic,One year,Mailed check,75.28,4774.87,2024-07-14T11:32:55,No
CUST6313,Female,0,No,Yes,69,No,DSL,Month-to-month,Electronic check,60.81,7497.59,2021-09-23T22:59:09,No
CUST6314,Male,0,No,Yes,70,Yes,Fiber optic,Month-to-month,Bank transfer,95.72,5602.19,2025-01-18T11:25:13,No
CUST6315,Female,0,No,No,5,No,No,Two year,Bank transfer,95.46,5156.61,2023-02-03T00:23:58,Yes
CUST6316,Female,0,No,Yes,49,No,Fiber optic,One year,Credit card,101.9,3940.21,2025-03-23T03:36:54,No
CUST6317,Male,0,No,No,43,No,Fiber optic,Two year,Bank transfer,72.29,4289.53,2020-06-12T12:32:14,Yes
CUST6318,Male,0,No,Yes,7,No,No,Two year,Credit card,100.13,7338.81,2020-05-15T05:13:55,No
CUST6319,Female,0,No,No,23,No,No,One year,Credit card,35.57,277.17,2020-10-22T07:26:27,No
CUST6320,Male,0,Yes,Yes,26,No,Fiber optic,Two year,Electronic check,23.01,318.01,2020-07-05T05:26:32,No
CUST6321,Female,0,Yes,No,52,No,No,Month-to-month,Credit card,84.81,7142.9,2022-04-26T02:01:35,No
CUST6322,Female,1,No,Yes,50,Yes,No,Month-to-month,Mailed check,30.55,2670.1,2020-04-14T21:48:04,No
CUST6323,Female,0,No,Yes,27,No,,One year,,,2286.84,2024-05-17T14:14:19,Yes
CUST6324,Male,0,Yes,No,58,Yes,DSL,Two year,Electronic check,92.11,6373.97,2024-10-27T17:02:57,No
CUST6325,Female,0,Yes,Yes,68,No,DSL,Month-to-month,Mailed check,60.71,3885.11,2020-05-07T15:48:27,No
CUST6326,Male,0,Yes,No,24,No,No,One year,Mailed check,24.39,4263.93,2020-08-17T07:07:04,No
CUST6327,Male,0,No,Yes,43,Yes,Fiber optic,One year,Bank transfer,108.71,765.14,2021-11-20T13:59:04,No
CUST6328,Male,0,Yes,No,46,Yes,No,One year,Electronic check,24.32,5755.04,2021-07-04T15:13:04,No
CUST6329,Male,1,Yes,No,12,No,DSL,Two year,Mailed check,110.48,5943.03,2022-06-02T19:45:13,No
CUST6330,Female,0,No,No,52,Yes,DSL,One year,Electronic check,25.26,4463.98,2021-04-30T17:01:03,No
CUST6331,Male,0,Yes,No,52,No,Fiber optic,Two year,Electronic check,93.52,3905.21,2023-12-27T18:14:49,No
CUST6332,Female,0,No,No,36,Yes,Fiber optic,One year,Mailed check,112.48,786.28,2021-12-05T14:23:24,No
CUST6333,Female,0,Yes,No,62,Yes,DSL,Two year,Mailed check,110.7,5336.21,2020-05-08T03:42:12,Yes
CUST6334,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Credit card,109.34,3091.2,2023-10-06T04:36:38,No
CUST6335,Female,0,Yes,No,39,Yes,DSL,Two year,Electronic check,108.31,553.91,2024-02-22T05:21:46,No
CUST6336,Female,0,Yes,Yes,60,Yes,No,Month-to-month,Electronic check,71.04,3698.34,2023-09-09T09:45:08,No
CUST6337,Male,0,Yes,Yes,5,No,DSL,Month-to-month,Mailed check,75.77,5148.58,2020-06-21T19:45:28,No
CUST6338,Female,0,No,Yes,24,Yes,DSL,One year,Credit card,81.97,,2022-01-28T21:40:32,No
CUST6339,Female,1,No,Yes,45,Yes,Fiber optic,Month-to-month,Bank transfer,109.59,7585.7,2023-04-14T06:21:49,Yes
CUST6340,Female,0,Yes,No,30,Yes,Fiber optic,Two year,Mailed check,103.82,,2024-07-23T23:25:28,No
CUST6341,Female,0,No,No,62,No,Fiber optic,Month-to-month,Credit card,98.3,5528.09,2021-02-19T19:05:05,No
CUST6342,Male,0,Yes,Yes,67,No,No,Two year,Electronic check,87.57,4026.03,2023-06-24T11:43:32,No
CUST6343,Female,0,Yes,Yes,38,Yes,Fiber optic,Two year,Electronic check,81.84,1738.95,2024-04-27T02:41:18,No
CUST6344,Female,1,Yes,No,35,No,No,Two year,Mailed check,112.25,3125.29,2021-01-25T04:06:03,No
CUST6345,Female,0,Yes,Yes,6,No,Fiber optic,One year,Credit card,39.26,4308.12,2022-08-26T01:55:23,No
CUST6346,Female,0,Yes,No,65,No,Fiber optic,Two year,Mailed check,39.27,7832.35,2022-08-23T14:38:14,No
CUST6347,Male,1,No,Yes,54,Yes,DSL,One year,Electronic check,118.25,5129.47,2024-05-01T17:28:28,No
CUST6348,Female,0,No,No,71,Yes,DSL,Month-to-month,Credit card,75.32,5062.93,2020-05-23T13:01:04,No
CUST6349,Male,0,No,No,41,No,DSL,Month-to-month,Credit card,68.34,6516.8,2020-10-13T04:24:21,Yes
CUST6350,Female,0,No,Yes,26,No,No,One year,Electronic check,105.06,1582.99,2020-04-04T19:32:46,No
CUST6351,Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,104.98,7759.77,2022-09-22T19:20:52,No
CUST6352,Male,0,No,No,69,Yes,DSL,Month-to-month,Bank transfer,37.66,3590.27,2025-08-24T10:47:47,No
CUST6353,Male,0,Yes,Yes,3,No,Fiber optic,Month-to-month,Bank transfer,37.36,4373.07,2020-08-17T18:12:25,No
CUST6354,Male,0,Yes,Yes,20,Yes,DSL,Month-to-month,Electronic check,99.53,882.18,2020-06-19T14:44:42,No
CUST6355,Male,0,No,No,0,No,Fiber optic,Two year,Credit card,98.56,5115.92,2020-09-01T22:08:33,Yes
CUST6356,Female,0,No,Yes,37,Yes,DSL,Month-to-month,Electronic check,42.52,6345.07,2022-11-23T10:39:16,No
CUST6357,Female,0,Yes,Yes,59,Yes,DSL,Two year,Mailed check,104.15,6662.4,2025-03-29T22:12:39,No
CUST6358,Female,0,Yes,No,13,Yes,DSL,Month-to-month,Electronic check,68.01,971.96,2023-03-14T08:47:47,No
CUST6359,Male,0,Yes,No,16,Yes,,One year,,,6087.8,2021-06-02T20:48:04,Yes
CUST6360,Female,1,No,No,46,No,DSL,One year,Bank transfer,118.57,5056.31,2020-12-19T02:19:26,Yes
CUST6361,Male,1,Yes,Yes,55,Yes,Fiber optic,Two year,Electronic check,71.92,2260.36,2020-01-21T22:12:31,Yes
CUST6362,Male,1,Yes,No,52,Yes,DSL,One year,Bank transfer,33.7,2432.42,2020-01-24T05:10:15,No
CUST6363,Female,1,Yes,Yes,17,Yes,Fiber optic,Two year,Mailed check,48.02,3885.26,2021-10-12T09:34:10,No
CUST6364,Female,0,Yes,Yes,68,Yes,DSL,Month-to-month,Credit card,53.37,3155.49,2021-08-04T12:59:50,No
CUST6365,Male,0,No,Yes,47,Yes,Fiber optic,One year,Bank transfer,115.85,7655.16,2022-01-16T16:54:04,No
CUST6366,Male,0,No,Yes,8,No,DSL,Two year,Mailed check,46.4,7375.26,2025-09-02T19:49:13,No
CUST6367,Female,0,Yes,No,53,No,DSL,Two year,Credit card,63.04,5367.93,2023-04-01T03:46:10,No
CUST6368,Female,0,No,Yes,34,Yes,DSL,Month-to-month,Credit card,94.96,4077.77,2025-06-20T22:34:32,Yes
CUST6369,Female,0,Yes,Yes,45,No,No,Month-to-month,Bank transfer,47.41,5443.9,2020-06-17T23:23:31,Yes
CUST6370,Female,0,No,Yes,0,Yes,Fiber optic,One year,Bank transfer,90.16,4237.45,2022-12-12T08:56:16,No
CUST6371,Male,1,No,No,40,No,Fiber optic,Two year,Bank transfer,40.75,513.7,2020-07-02T14:31:34,Yes
CUST6372,Female,0,No,No,31,Yes,DSL,Month-to-month,Credit card,44.25,4463.66,2021-03-23T01:13:26,No
CUST6373,Female,0,No,No,39,Yes,DSL,One year,Credit card,118.63,786.62,2020-09-23T16:34:51,Yes
CUST6374,Female,1,Yes,Yes,10,No,DSL,Two year,Credit card,56.89,,2020-08-11T20:11:18,Yes
CUST6375,Male,0,Yes,Yes,61,Yes,No,Month-to-month,Bank transfer,92.97,1213.99,2022-02-03T00:10:05,Yes
CUST6376,Male,0,Yes,No,45,Yes,DSL,One year,Bank transfer,104.01,136.36,2020-02-24T05:30:33,No
CUST6377,Male,0,No,No,47,Yes,DSL,One year,Mailed check,54.69,1405.87,2021-06-23T16:49:45,No
CUST6378,Male,0,No,Yes,42,Yes,Fiber optic,Month-to-month,Electronic check,55.72,5862.5,2021-03-03T00:37:41,No
CUST6379,Female,0,Yes,No,50,Yes,No,Month-to-month,Mailed check,97.31,1200.2,2024-01-09T10:42:47,No
CUST6380,Male,0,No,Yes,60,No,Fiber optic,Two year,Electronic check,80.7,4646.77,2020-06-20T09:20:25,No
CUST6381,Female,0,No,No,41,No,,Two year,,,7808.41,2020-11-09T11:47:05,No
CUST6382,Female,0,Yes,Yes,25,No,No,Month-to-month,Bank transfer,94.96,4215.95,2024-01-27T12:04:22,No
CUST6383,Female,1,No,Yes,10,No,Fiber optic,One year,Credit card,106.37,1610.55,2021-11-05T10:16:45,No
CUST6384,Female,1,Yes,Yes,24,Yes,Fiber optic,Month-to-month,Electronic check,43.5,7586.79,2021-10-01T12:07:33,Yes
CUST6385,Male,0,No,No,39,Yes,No,Two year,Credit card,22.44,4869.61,2025-01-07T03:06:03,Yes
CUST6386,Male,0,Yes,No,24,No,No,Two year,Electronic check,47.41,2120.62,2021-12-15T23:42:41,No
CUST6387,Male,1,No,Yes,51,Yes,DSL,Month-to-month,Credit card,87.45,5008.66,2023-09-29T00:27:31,No
CUST6388,Female,1,No,No,2,No,DSL,Two year,Mailed check,111.53,2728.14,2021-11-06T10:13:58,No
CUST6389,Female,1,No,Yes,38,Yes,Fiber optic,One year,Credit card,106.31,2062.78,2025-02-06T02:22:04,No
CUST6390,Female,1,No,No,34,Yes,No,Two year,Electronic check,42.22,6636.6,2025-01-25T16:32:39,Yes
CUST6391,Female,0,No,No,39,No,Fiber optic,One year,Bank transfer,108.1,899.02,2022-08-03T13:30:49,No
CUST6392,Female,0,Yes,Yes,21,No,DSL,Two year,Electronic check,101.07,6871.16,2022-07-18T08:35:35,No
CUST6393,Male,0,No,No,61,No,DSL,One year,Credit card,93.44,5768.65,2021-05-10T05:30:23,No
CUST6394,Female,0,Yes,No,18,No,DSL,Month-to-month,Mailed check,88.82,6378.73,2022-05-26T14:32:17,No
CUST6395,Male,0,Yes,Yes,13,No,No,One year,Electronic check,100.71,7544.63,2020-05-04T07:23:06,No
CUST6396,Female,0,Yes,Yes,49,No,Fiber optic,Month-to-month,Mailed check,106.17,2569.78,2024-06-23T01:18:14,No
CUST6397,Female,0,No,Yes,61,No,No,Two year,Bank transfer,101.91,4153.47,2021-05-22T21:55:03,No
CUST6398,Male,0,Yes,Yes,42,Yes,No,One year,Mailed check,32.18,5087.59,2022-05-16T03:58:55,No
CUST6399,Male,0,No,No,54,No,DSL,One year,Mailed check,92.22,3536.98,2023-12-24T03:18:49,Yes
CUST6400,Female,0,No,No,39,No,DSL,Two year,Electronic check,104.13,6643.7,2021-02-24T07:37:20,No
CUST6401,Female,0,No,Yes,11,No,Fiber optic,Two year,Mailed check,38.57,3557.86,2025-01-10T00:20:42,No
CUST6402,Female,0,Yes,No,64,Yes,No,One year,Mailed check,41.38,721.22,2020-08-11T02:44:43,No
CUST6403,Female,0,No,Yes,33,Yes,Fiber optic,Month-to-month,Mailed check,98.6,4975.48,2022-01-23T13:37:57,No
CUST6404,Male,1,No,Yes,22,Yes,Fiber optic,Two year,Credit card,54.39,4029.39,2022-07-02T20:28:07,No
CUST6405,Female,0,No,Yes,70,No,Fiber optic,One year,Mailed check,59.97,7777.55,2021-06-02T18:00:25,No
CUST6406,Male,0,Yes,No,6,Yes,Fiber optic,Two year,Mailed check,57.72,5417.49,2022-03-04T13:54:54,No
CUST6407,Female,0,Yes,No,64,No,DSL,Two year,Mailed check,41.28,1332.55,2023-10-25T07:22:25,Yes
CUST6408,Male,0,Yes,No,17,No,Fiber optic,Month-to-month,Electronic check,113.88,2426.5,2023-01-02T20:03:08,No
CUST6409,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,Electronic check,100.59,6313.95,2024-07-02T22:44:52,No
CUST6410,Female,0,No,Yes,41,No,Fiber optic,Month-to-month,Mailed check,45.05,6417.2,2023-12-06T17:04:31,No
CUST6411,Male,0,Yes,No,0,Yes,DSL,One year,Mailed check,30.61,5886.92,2024-06-24T17:11:27,No
CUST6412,Female,0,No,No,14,Yes,Fiber optic,Two year,Credit card,57.26,826.86,2023-09-30T18:44:41,No
CUST6413,Male,0,Yes,No,27,Yes,No,Month-to-month,Mailed check,61.53,2305.88,2024-02-05T17:21:26,Yes
CUST6414,Female,1,No,No,35,Yes,No,One year,Bank transfer,20.71,1708.88,2020-02-18T09:34:17,Yes
CUST6415,Male,0,Yes,Yes,45,No,DSL,Month-to-month,Mailed check,108.72,5824.99,2020-12-06T00:14:04,No
CUST6416,Female,0,Yes,No,20,Yes,DSL,Month-to-month,Electronic check,105.13,7195.33,2024-11-10T20:13:36,No
CUST6417,Female,0,Yes,No,48,Yes,Fiber optic,Two year,Electronic check,105.02,7717.23,2025-01-16T17:01:46,No
CUST6418,Male,0,No,Yes,38,No,No,One year,Mailed check,100.58,953.18,2020-08-22T18:52:56,Yes
CUST6419,Male,0,No,No,37,No,Fiber optic,Two year,Electronic check,93.31,2606.4,2023-06-06T20:21:44,Yes
CUST6420,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Credit card,83.45,6249.19,2023-08-15T14:21:33,No
CUST6421,Male,0,Yes,No,19,Yes,,Two year,,,1178.04,2023-06-14T15:15:30,No
CUST6422,Female,0,Yes,Yes,7,Yes,No,One year,Bank transfer,91.17,3779.88,2022-01-15T17:37:30,Yes
CUST6423,Male,0,Yes,Yes,13,Yes,No,Month-to-month,Mailed check,83.02,7607.25,2023-09-27T00:53:14,No
CUST6424,Female,0,Yes,No,61,No,No,Month-to-month,Electronic check,98.88,5986.7,2023-07-13T23:38:03,Yes
CUST6425,Male,0,Yes,Yes,34,Yes,No,Month-to-month,Electronic check,44.63,3834.77,2022-04-30T12:20:05,No
CUST6426,Female,0,No,No,54,No,No,Month-to-month,Mailed check,116.71,4144.41,2024-10-16T09:11:53,No
CUST6427,Female,0,No,No,44,No,DSL,One year,Electronic check,21.92,1064.16,2025-01-20T08:56:21,Yes
CUST6428,Female,0,No,Yes,20,No,Fiber optic,Two year,Bank transfer,84.84,4580.76,2021-01-25T09:40:03,No
CUST6429,Female,0,No,No,52,Yes,Fiber optic,One year,Mailed check,27.71,5068.63,2023-02-02T09:34:54,No
CUST6430,Male,0,No,Yes,53,Yes,Fiber optic,Month-to-month,Electronic check,105.33,4666.11,2024-05-21T11:06:45,Yes
CUST6431,Male,0,No,Yes,42,No,DSL,One year,Credit card,116.76,3307.48,2020-08-16T17:28:01,Yes
CUST6432,Female,0,Yes,Yes,5,Yes,DSL,Month-to-month,Credit card,60.86,2488.69,2022-12-06T18:11:42,No
CUST6433,Male,0,Yes,No,54,No,DSL,Month-to-month,Mailed check,105.72,3428.08,2022-08-17T01:11:59,Yes
CUST6434,Male,1,Yes,No,43,No,DSL,Two year,Electronic check,53.57,3599.09,2020-05-04T12:31:09,Yes
CUST6435,Female,0,Yes,No,67,Yes,Fiber optic,Month-to-month,Credit card,35.94,983.22,2020-07-16T15:14:48,Yes
CUST6436,Male,0,Yes,No,3,Yes,No,One year,Bank transfer,47.66,2428.18,2025-08-28T14:36:14,Yes
CUST6437,Male,0,No,Yes,62,No,No,One year,Electronic check,50.18,7231.01,2025-03-13T09:52:06,No
CUST6438,Male,0,No,No,57,No,DSL,Two year,Bank transfer,83.07,7250.96,2020-03-25T22:57:19,No
CUST6439,Female,0,No,No,53,No,Fiber optic,Two year,Credit card,99.61,476.27,2023-02-14T21:00:46,No
CUST6440,Male,0,No,Yes,37,Yes,,Month-to-month,,,5612.57,2020-12-05T12:49:24,No
CUST6441,Female,0,No,Yes,59,Yes,DSL,Month-to-month,Bank transfer,28.82,,2024-11-19T22:40:23,No
CUST6442,Male,1,Yes,No,51,Yes,Fiber optic,Month-to-month,Credit card,42.17,2888.92,2021-02-06T15:54:19,Yes
CUST6443,Male,1,No,Yes,28,No,No,Month-to-month,Mailed check,49.65,6990.97,2022-04-20T14:49:34,No
CUST6444,Male,0,No,No,39,Yes,DSL,One year,Electronic check,47.98,7227.77,2020-12-21T06:47:53,No
CUST6445,Female,0,No,No,70,No,Fiber optic,Month-to-month,Credit card,42.0,6453.92,2023-11-29T00:40:51,No
CUST6446,Female,0,Yes,Yes,7,No,Fiber optic,Two year,Credit card,66.6,334.4,2020-12-25T00:37:33,No
CUST6447,Male,0,Yes,Yes,34,Yes,Fiber optic,One year,Electronic check,105.6,5059.41,2021-07-07T14:18:31,Yes
CUST6448,Female,0,Yes,No,15,No,DSL,One year,Electronic check,30.03,,2020-07-27T09:13:16,No
CUST6449,Male,1,Yes,No,17,No,No,Month-to-month,Electronic check,106.2,3433.31,2020-12-15T09:43:34,Yes
CUST6450,Female,0,Yes,No,58,No,Fiber optic,Month-to-month,Mailed check,69.7,406.17,2020-03-06T13:56:48,No
CUST6451,Female,1,Yes,No,33,Yes,DSL,One year,Mailed check,86.05,2326.09,2021-10-07T00:17:01,Yes
CUST6452,Male,0,No,No,3,No,DSL,Two year,Electronic check,101.54,4431.75,2020-09-09T14:43:53,No
CUST6453,Male,1,No,Yes,68,No,Fiber optic,Month-to-month,Mailed check,50.43,930.73,2024-05-23T19:06:38,No
CUST6454,Male,0,No,No,64,Yes,DSL,One year,Credit card,115.42,3160.16,2022-11-30T22:22:42,Yes
CUST6455,Male,0,Yes,Yes,60,No,No,One year,Mailed check,28.37,5811.84,2024-09-22T17:08:50,No
CUST6456,Female,0,Yes,Yes,45,Yes,No,Month-to-month,Credit card,72.77,162.09,2020-08-09T07:27:12,No
CUST6457,Female,0,Yes,Yes,20,Yes,DSL,Two year,Credit card,45.48,,2021-07-20T06:48:17,No
CUST6458,Female,0,Yes,No,37,No,Fiber optic,One year,Mailed check,60.79,4747.46,2022-01-18T10:33:54,Yes
CUST6459,Male,0,No,No,59,No,No,One year,Electronic check,64.89,7248.62,2022-06-19T06:42:35,No
CUST6460,Male,0,Yes,Yes,35,Yes,Fiber optic,One year,Bank transfer,111.45,6074.03,2020-09-06T16:11:44,Yes
CUST6461,Female,0,Yes,Yes,5,No,DSL,Month-to-month,Bank transfer,64.16,909.76,2024-10-25T18:29:52,No
CUST6462,Male,1,Yes,Yes,38,No,No,One year,Mailed check,89.79,6028.84,2024-03-29T14:49:04,No
CUST6463,Female,1,Yes,Yes,28,No,Fiber optic,One year,Credit card,115.18,279.1,2021-04-21T06:34:06,No
CUST6464,Female,0,Yes,Yes,26,No,DSL,Month-to-month,Bank transfer,69.45,3657.77,2021-05-27T06:47:00,No
CUST6465,Female,0,No,No,68,Yes,Fiber optic,Two year,Credit card,60.83,2143.94,2021-05-01T18:29:38,No
CUST6466,Female,0,Yes,Yes,8,Yes,No,One year,Credit card,117.3,3461.71,2025-01-10T22:32:20,No
CUST6467,Female,0,Yes,No,23,No,DSL,Month-to-month,Credit card,102.77,6193.73,2023-09-23T05:22:05,No
CUST6468,Male,0,No,Yes,62,Yes,DSL,Two year,Credit card,113.98,3780.61,2020-04-01T02:14:02,No
CUST6469,Male,0,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Bank transfer,59.72,,2022-05-16T11:40:19,No
CUST6470,Male,0,Yes,No,29,Yes,Fiber optic,Two year,Mailed check,89.63,4394.06,2024-02-16T17:55:28,No
CUST6471,Female,1,No,No,57,No,DSL,Month-to-month,Mailed check,44.96,4585.96,2023-11-17T22:17:46,Yes
CUST6472,Female,0,No,Yes,39,Yes,No,Two year,Credit card,106.58,4520.76,2022-03-16T05:51:21,No
CUST6473,Female,0,No,No,67,Yes,No,Two year,Credit card,113.31,232.67,2020-02-01T06:27:07,No
CUST6474,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,Mailed check,46.79,5117.63,2020-05-06T08:01:43,No
CUST6475,Male,0,No,Yes,64,Yes,Fiber optic,One year,Electronic check,30.49,2509.59,2024-06-25T21:09:11,No
CUST6476,Male,0,No,Yes,33,Yes,Fiber optic,Two year,Credit card,40.07,3914.8,2023-04-01T06:30:07,No
CUST6477,Female,0,No,Yes,30,No,No,Month-to-month,Bank transfer,83.28,5836.04,2020-02-03T22:23:10,No
CUST6478,Female,0,No,No,58,No,No,One year,Bank transfer,47.22,7852.57,2025-01-14T01:58:36,No
CUST6479,Female,0,No,Yes,25,Yes,Fiber optic,One year,Credit card,83.86,949.53,2024-03-21T17:42:05,No
CUST6480,Male,0,No,Yes,21,No,Fiber optic,Month-to-month,Credit card,55.02,5751.09,2020-02-27T00:04:33,No
CUST6481,Male,0,Yes,No,33,Yes,DSL,Month-to-month,Mailed check,111.68,6349.52,2024-08-18T06:13:45,No
CUST6482,Male,0,No,Yes,12,No,DSL,Two year,Electronic check,65.26,7587.11,2024-02-13T02:41:11,No
CUST6483,Female,0,No,No,54,No,DSL,Month-to-month,Mailed check,69.76,1392.72,2024-06-05T16:10:45,No
CUST6484,Female,0,No,No,7,No,DSL,One year,Electronic check,54.81,,2023-11-12T06:36:12,No
CUST6485,Male,0,No,Yes,61,No,Fiber optic,Month-to-month,Bank transfer,27.3,2150.23,2021-02-08T12:24:55,Yes
CUST6486,Female,0,No,No,21,No,No,One year,Mailed check,69.36,3342.97,2023-11-16T03:54:56,Yes
CUST6487,Male,1,Yes,No,55,No,No,One year,Mailed check,97.44,5760.15,2021-02-15T17:42:20,Yes
CUST6488,Female,0,Yes,Yes,20,No,DSL,Month-to-month,Credit card,115.3,4966.54,2020-02-10T01:30:20,No
CUST6489,Male,0,Yes,No,48,Yes,No,One year,Credit card,27.66,411.24,2020-08-10T06:10:32,No
CUST6490,Female,0,No,Yes,5,Yes,DSL,One year,Bank transfer,99.74,4610.52,2025-05-11T22:50:35,No
CUST6491,Male,0,No,Yes,34,Yes,Fiber optic,Two year,Electronic check,46.71,7144.84,2022-12-29T22:50:55,No
CUST6492,Male,0,Yes,Yes,26,Yes,DSL,One year,Electronic check,102.28,1297.67,2024-06-26T12:54:18,No
CUST6493,Male,0,No,Yes,39,Yes,No,Two year,Bank transfer,54.2,274.38,2021-03-29T01:34:05,No
CUST6494,Male,0,No,Yes,13,No,No,Two year,Electronic check,31.44,7072.75,2022-02-21T05:20:09,No
CUST6495,Male,0,Yes,No,51,No,No,Two year,Credit card,81.2,5408.66,2024-01-23T07:41:28,Yes
CUST6496,Male,0,No,No,39,No,Fiber optic,Two year,Bank transfer,109.39,132.33,2025-07-24T03:21:16,No
CUST6497,Female,0,No,No,42,Yes,DSL,One year,Credit card,38.16,1476.43,2022-02-02T16:07:43,Yes
CUST6498,Female,0,No,Yes,57,No,Fiber optic,One year,Bank transfer,22.18,3531.19,2022-01-15T04:45:06,No
CUST6499,Female,0,No,Yes,2,No,Fiber optic,Month-to-month,Bank transfer,108.38,4791.11,2021-02-09T23:22:29,No
CUST6500,Male,0,No,Yes,14,Yes,DSL,Two year,Electronic check,89.78,520.17,2024-01-17T23:27:21,Yes
CUST6501,Male,0,No,Yes,44,Yes,No,One year,Mailed check,100.87,5304.98,2024-10-05T19:56:52,Yes
CUST6502,Female,0,No,No,10,No,No,Two year,Bank transfer,25.98,2689.14,2025-08-28T00:25:54,No
CUST6503,Male,0,Yes,No,38,No,No,Two year,Electronic check,109.05,3207.05,2021-08-20T07:30:14,Yes
CUST6504,Male,0,Yes,Yes,18,No,No,Month-to-month,Bank transfer,61.92,3031.76,2023-05-02T18:15:03,No
CUST6505,Male,0,No,Yes,19,No,Fiber optic,Two year,Electronic check,109.76,1022.63,2020-08-24T16:06:58,No
CUST6506,Male,0,No,Yes,70,Yes,DSL,One year,Bank transfer,26.49,1025.69,2025-02-07T12:22:09,No
CUST6507,Male,0,Yes,No,55,Yes,DSL,One year,Electronic check,108.48,5944.16,2023-07-13T08:20:55,Yes
CUST6508,Female,0,Yes,No,3,Yes,DSL,One year,Bank transfer,87.34,3771.12,2025-01-01T09:00:57,No
CUST6509,Female,0,Yes,Yes,8,No,Fiber optic,One year,Bank transfer,75.43,,2022-07-30T08:32:35,No
CUST6510,Female,0,Yes,Yes,24,No,No,Two year,Bank transfer,26.18,1041.84,2020-12-30T03:13:40,No
CUST6511,Female,0,Yes,No,46,Yes,No,One year,Electronic check,88.84,,2023-01-06T18:16:10,Yes
CUST6512,Female,0,Yes,No,48,No,DSL,Month-to-month,Mailed check,79.78,1607.2,2024-10-19T23:39:52,No
